country,Brand,Business_Segment,Lead_Time
Argentina,DETTOL,Reckitt Core,3
Argentina,DUREX,Reckitt Core,3
Argentina,K-Y,Reckitt Core,3
Argentina,STREPSILS,Reckitt Core,3
Argentina,VEET,Reckitt Core,3
Argentina,ESPADOL,Reckitt Core,3
Australia,BONJELA,Reckitt Core,3
Australia,CARDIPRIN,Reckitt Core,3
Australia,CLEARASIL,Reckitt Core,3
Australia,DETTOL,Reckitt Core,3
Australia,DISPRIN,Reckitt Core,3
Australia,DUREX,Reckitt Core,3
Australia,FYBOGEL,Reckitt Core,3
Australia,GAVISCON,Reckitt Core,3
Australia,NUROFEN,Reckitt Core,3
Australia,NUROMOL,Reckitt Core,3
Australia,OPTREX,Reckitt Core,3
Australia,SAVLON,Reckitt Core,3
Australia,SENOKOT,Reckitt Core,3
Australia,STREPSILS,Reckitt Core,3
Australia,VEET,Reckitt Core,3
Australia,WAXEEZE,Reckitt Core,3
Australia,AEROGARD,Essential Home,1
Australia,AIRWICK,Essential Home,1
Australia,BLACK FLAG,Essential Home,1
Australia,BOTANICA,Essential Home,1
Australia,BRASSO,Essential Home,1
Australia,CRISP,Essential Home,1
Australia,E45,Reckitt Core,3
Australia,EASY OFF BAM,Essential Home,1
Australia,EULACTOL,Reckitt Core,3
Australia,EXIT MOULD,Essential Home,1
Australia,FABULON,Essential Home,1
Australia,FINISH,Reckitt Core,3
Australia,FREND,Reckitt Core,3
Australia,GLEN 10/20,Reckitt Core,3
Australia,GOLDILOCKS,Essential Home,1
Australia,HARPIC,Reckitt Core,3
Australia,HIPPO,Reckitt Core,3
Australia,K-Y,Reckitt Core,3
Australia,LEMSIP,Reckitt Core,3
Australia,MORTEIN,Essential Home,1
Australia,MR SHEEN,Essential Home,1
Australia,MUCINEX,Reckitt Core,3
Australia,PEA BEU,Essential Home,1
Australia,PINE O CLEEN,Reckitt Core,3
Australia,PREEN,Reckitt Core,3
Australia,SAPODERM,Reckitt Core,3
Australia,SCHOLL,Reckitt Core,3
Australia,SILVO,Essential Home,1
Australia,SOLPRIN,Reckitt Core,3
Australia,STEELO,Essential Home,1
Australia,STERADENT,Reckitt Core,3
Australia,STREPFEN,Reckitt Core,3
Australia,SUGARINE,Reckitt Core,3
Australia,VANISH,Reckitt Core,3
Austria,Aerogard,null,1
Austria,Airwick,Essential Home,2
Austria,Aladdin,null,1
Austria,Ava,null,1
Austria,Black Flag,null,1
Austria,Botanica,Essential Home,1
Austria,Botanical Origin,null,1
Austria,Brasso,null,1
Austria,Bryza,null,1
Austria,Calcor,null,1
Austria,Calgon,Essential Home,1
Austria,Calinda,null,1
Austria,Cera Clen/Vitro Clen,Essential Home,1
Austria,Cillit,Essential Home,1
Austria,Cillit Bang,Essential Home,1
Austria,Colon,null,1
Austria,Coral,null,1
Austria,Crisp,null,1
Austria,Destop,null,1
Austria,Dosia,null,1
Austria,Duraglit,null,1
Austria,Easy Off Bam,null,1
Austria,Elena,null,1
Austria,Exit Mould,null,1
Austria,Fabulon,null,1
Austria,Finish,Reckitt Core,3
Austria,Flor,null,1
Austria,Fogo,null,1
Austria,Frend,null,1
Austria,Glassex,null,1
Austria,Glen 10/20,null,1
Austria,Goldilocks,null,1
Austria,Harpic,null,1
Austria,HIPPO,null,1
Austria,Hoffmann's,Essential Home,1
Austria,Kalia,null,1
Austria,Lanza,null,1
Austria,Lavasbianca,null,1
Austria,Lovela,null,1
Austria,Lysol/Lizol,null,1
Austria,Marc,null,1
Austria,MORTEIN,null,1
Austria,Mr Sheen,null,1
Austria,Napisan,null,1
Austria,Napisan (Italy),null,1
Austria,Neophos,null,1
Austria,Pea Beu,null,1
Austria,Pine O Cleen,null,1
Austria,Pop,null,1
Austria,Preen,null,1
Austria,Quanto,Essential Home,1
Austria,Sagrotan,Reckitt Core,3
Austria,Scale Away,null,1
Austria,Sidol,null,1
Austria,Silvo,null,1
Austria,Sole,null,1
Austria,St Marc,null,1
Austria,Steelo,null,1
Austria,Timor,null,1
Austria,Tiret,null,1
Austria,Vanish,Reckitt Core,3
Austria,Vitroclen,null,1
Austria,Windolene,null,1
Austria,Woolite,Essential Home,1
Austria,Xau,null,1
Austria,BENACTIV GOLA,null,2
Austria,Benagol,null,3
Austria,Biofreeze,null,3
Austria,Bonjela,null,3
Austria,CARDIPRIN,null,3
Austria,DISPRIN,null,3
Austria,DOBENDAN,Reckitt Core,3
Austria,Fybogel,null,3
Austria,GAVISCON,Reckitt Core,3
Austria,Gavisconell,null,3
Austria,LEMSIP,null,3
Austria,Mucinex,null,3
Austria,Nureflex,Reckitt Core,3
Austria,NUROFEN,Reckitt Core,3
Austria,NUROMOL,null,3
Austria,OPTREX,null,3
Austria,REPSILS,null,3
Austria,Scholl,Reckitt Core,3
Austria,SENOKOT,null,3
Austria,Strefen,Reckitt Core,3
Austria,Strepfen,Reckitt Core,3
Austria,STREPSILS,Reckitt Core,3
Austria,CLEARASIL,Reckitt Core,3
Austria,CONTEX,null,3
Austria,Dettol,Reckitt Core,3
Austria,Durex,Reckitt Core,3
Austria,E45,null,3
Austria,ENFAMIL,null,3
Austria,EVIPLAN,null,2
Austria,EVITEST,null,2
Austria,Full Marks,null,2
Austria,GUSSARSKIYE,null,3
Austria,HC45,null,3
Austria,HEMOAL,null,3
Austria,K-Y,Reckitt Core,3
Austria,LANACANE,null,3
Austria,LIASAN,Reckitt Core,3
Austria,London,Reckitt Core,3
Austria,Lutsine,null,3
Austria,Nenuco,null,2
Austria,Nutramigen,MJN Nutrition,3
Austria,Paramol,null,3
Austria,Private Label,Reckitt Core,3
Austria,REFLEX,null,3
Austria,Sinus,null,3
Austria,Steradent,Reckitt Core,3
Austria,Superdent,null,2
Austria,SWEETEX,null,3
Austria,Veet,Reckitt Core,3
Baltics,Aerogard,null,1
Baltics,Airwick,Essential Home,2
Baltics,Aladdin,null,1
Baltics,Ava,null,1
Baltics,Black Flag,null,1
Baltics,Botanica,Essential Home,1
Baltics,Botanical Origin,Essential Home,1
Baltics,Brasso,null,1
Baltics,Bryza,Essential Home,1
Baltics,Calcor,null,1
Baltics,Calgon,Essential Home,1
Baltics,Calinda,null,1
Baltics,Cera Clen/Vitro Clen,null,1
Baltics,Cillit,Essential Home,1
Baltics,Cillit Bang,Essential Home,1
Baltics,Colon,null,1
Baltics,Coral,null,1
Baltics,Crisp,null,1
Baltics,Destop,null,1
Baltics,Dosia,Essential Home,1
Baltics,Duraglit,null,1
Baltics,Easy Off Bam,null,1
Baltics,Elena,null,1
Baltics,Exit Mould,null,1
Baltics,Fabulon,null,1
Baltics,Finish,Reckitt Core,3
Baltics,Flor,null,1
Baltics,Fogo,null,1
Baltics,Frend,null,1
Baltics,Glassex,null,1
Baltics,Glen 10/20,null,1
Baltics,Goldilocks,null,1
Baltics,Harpic,Reckitt Core,3
Baltics,HIPPO,null,1
Baltics,Hoffmann's,null,1
Baltics,Kalia,null,1
Baltics,Lanza,Essential Home,1
Baltics,Lavasbianca,null,1
Baltics,Lovela,Essential Home,1
Baltics,Lysol/Lizol,Reckitt Core,3
Baltics,Marc,null,1
Baltics,MORTEIN,null,1
Baltics,Mr Sheen,null,1
Baltics,Napisan,null,1
Baltics,Napisan (Italy),null,1
Baltics,Neophos,null,1
Baltics,Pea Beu,null,1
Baltics,Pine O Cleen,null,1
Baltics,Pop,null,1
Baltics,Preen,null,1
Baltics,Quanto,Essential Home,1
Baltics,Sagrotan,null,1
Baltics,Scale Away,null,1
Baltics,Sidol,null,1
Baltics,Silvo,null,1
Baltics,Sole,null,1
Baltics,St Marc,null,1
Baltics,Steelo,null,1
Baltics,Timor,null,1
Baltics,Tiret,Essential Home,1
Baltics,Vanish,Reckitt Core,3
Baltics,Vitroclen,null,1
Baltics,Windolene,null,1
Baltics,Woolite,Essential Home,1
Baltics,Xau,null,1
Baltics,BENACTIV GOLA,null,2
Baltics,Benagol,null,3
Baltics,Biofreeze,null,3
Baltics,Bonjela,null,3
Baltics,CARDIPRIN,null,3
Baltics,DISPRIN,null,3
Baltics,DOBENDAN,null,3
Baltics,Fybogel,null,3
Baltics,GAVISCON,Reckitt Core,3
Baltics,Gavisconell,null,3
Baltics,LEMSIP,null,3
Baltics,Mucinex,null,3
Baltics,Nureflex,null,3
Baltics,NUROFEN,Reckitt Core,3
Baltics,NUROMOL,null,3
Baltics,OPTREX,Reckitt Core,3
Baltics,REPSILS,null,3
Baltics,Scholl,Reckitt Core,3
Baltics,SENOKOT,null,3
Baltics,Strefen,null,3
Baltics,Strepfen,Reckitt Core,3
Baltics,STREPSILS,Reckitt Core,3
Baltics,CLEARASIL,null,3
Baltics,CONTEX,null,3
Baltics,Dettol,Reckitt Core,3
Baltics,Durex,Reckitt Core,3
Baltics,E45,Reckitt Core,3
Baltics,ENFAMIL,null,3
Baltics,EVIPLAN,null,2
Baltics,EVITEST,null,2
Baltics,Full Marks,null,2
Baltics,GUSSARSKIYE,null,3
Baltics,HC45,null,3
Baltics,HEMOAL,null,3
Baltics,K-Y,null,3
Baltics,LANACANE,null,3
Baltics,LIASAN,null,3
Baltics,London,null,3
Baltics,Lutsine,null,3
Baltics,Nenuco,null,2
Baltics,Nutramigen,null,3
Baltics,Paramol,null,3
Baltics,Private Label,null,2
Baltics,REFLEX,null,3
Baltics,Sinus,null,3
Baltics,Steradent,null,2
Baltics,Superdent,null,2
Baltics,SWEETEX,null,3
Baltics,Veet,Reckitt Core,3
Belgium,Aerogard,null,1
Belgium,Airwick,Essential Home,2
Belgium,Aladdin,null,1
Belgium,Ava,Essential Home,1
Belgium,Black Flag,null,1
Belgium,Botanica,Essential Home,1
Belgium,Botanical Origin,null,1
Belgium,Brasso,Essential Home,1
Belgium,Bryza,null,1
Belgium,Calcor,null,1
Belgium,Calgon,Essential Home,1
Belgium,Calinda,null,1
Belgium,Cera Clen/Vitro Clen,null,1
Belgium,Cillit,Essential Home,1
Belgium,Cillit Bang,Essential Home,1
Belgium,Colon,null,1
Belgium,Coral,null,1
Belgium,Crisp,null,1
Belgium,Destop,Essential Home,1
Belgium,Dosia,null,1
Belgium,Duraglit,null,1
Belgium,Easy Off Bam,null,1
Belgium,Elena,null,1
Belgium,Exit Mould,null,1
Belgium,Fabulon,null,1
Belgium,Finish,Reckitt Core,3
Belgium,Flor,null,1
Belgium,Fogo,null,1
Belgium,Frend,null,1
Belgium,Glassex,Essential Home,1
Belgium,Glen 10/20,null,1
Belgium,Goldilocks,null,1
Belgium,Harpic,Reckitt Core,3
Belgium,HIPPO,null,1
Belgium,Hoffmann's,null,1
Belgium,Kalia,null,1
Belgium,Lanza,null,1
Belgium,Lavasbianca,null,1
Belgium,Lovela,null,1
Belgium,Lysol/Lizol,Reckitt Core,3
Belgium,Marc,null,1
Belgium,MORTEIN,null,1
Belgium,Mr Sheen,null,1
Belgium,Napisan,null,1
Belgium,Napisan (Italy),null,1
Belgium,Neophos,null,1
Belgium,Pea Beu,null,1
Belgium,Pine O Cleen,null,1
Belgium,Pop,null,1
Belgium,Preen,null,1
Belgium,Quanto,null,1
Belgium,Sagrotan,Reckitt Core,3
Belgium,Scale Away,null,1
Belgium,Sidol,null,1
Belgium,Silvo,Essential Home,1
Belgium,Sole,null,1
Belgium,St Marc,Essential Home,1
Belgium,Steelo,null,1
Belgium,Timor,null,1
Belgium,Tiret,null,1
Belgium,Vanish,Reckitt Core,3
Belgium,Vitroclen,Essential Home,1
Belgium,Windolene,null,1
Belgium,Woolite,Essential Home,1
Belgium,Xau,null,1
Belgium,BENACTIV GOLA,null,2
Belgium,Benagol,null,3
Belgium,Biofreeze,Reckitt Core,3
Belgium,Bonjela,null,3
Belgium,CARDIPRIN,null,3
Belgium,DISPRIN,null,3
Belgium,DOBENDAN,null,3
Belgium,Fybogel,Reckitt Core,3
Belgium,GAVISCON,Reckitt Core,3
Belgium,Gavisconell,Reckitt Core,3
Belgium,LEMSIP,Reckitt Core,3
Belgium,Mucinex,null,3
Belgium,Nureflex,null,3
Belgium,NUROFEN,Reckitt Core,3
Belgium,NUROMOL,null,3
Belgium,OPTREX,Reckitt Core,3
Belgium,REPSILS,null,3
Belgium,Scholl,Reckitt Core,3
Belgium,SENOKOT,null,3
Belgium,Strefen,Reckitt Core,3
Belgium,Strepfen,Reckitt Core,3
Belgium,STREPSILS,Reckitt Core,3
Belgium,CLEARASIL,Reckitt Core,3
Belgium,CONTEX,null,3
Belgium,Durex,Reckitt Core,3
Belgium,E45,null,3
Belgium,ENFAMIL,MJN Nutrition,3
Belgium,EVIPLAN,null,2
Belgium,EVITEST,null,2
Belgium,Full Marks,null,2
Belgium,GUSSARSKIYE,null,3
Belgium,HC45,null,3
Belgium,HEMOAL,null,3
Belgium,K-Y,Reckitt Core,3
Belgium,LANACANE,null,3
Belgium,LIASAN,null,3
Belgium,London,Reckitt Core,3
Belgium,Lutsine,null,3
Belgium,Nenuco,null,2
Belgium,Nutramigen,MJN Nutrition,3
Belgium,Paramol,null,3
Belgium,Private Label,Reckitt Core,3
Belgium,REFLEX,Reckitt Core,3
Belgium,Sinus,null,3
Belgium,Steradent,Reckitt Core,3
Belgium,Superdent,null,2
Belgium,SWEETEX,null,3
Belgium,Veet,Reckitt Core,3
Belgium,ALLERFRE,Reckitt Core,3
Belgium,CITROSAN,Reckitt Core,3
Belgium,DETTOL,Reckitt Core,3
Belgium,ENFALAC,MJN Nutrition,3
Belgium,INTIMA DE KARINZI,Reckitt Core,3
Belgium,PREGESTIMIL,MJN Nutrition,3
Belgium,PROAFFINITY,MJN Nutrition,3
Brazil,JONTEX,Reckitt Core,3
Brazil,OLA,null,3
Brazil,STREPSILS,Reckitt Core,3
Brazil,SUSTAGEN,MJN Nutrition,3
Brazil,VEET,Reckitt Core,3
Brazil,DERMODEX,Reckitt Core,3
Brazil,DETTOL,Reckitt Core,3
Brazil,ENFAGROW,MJN Nutrition,3
Brazil,ENFAMIL,MJN Nutrition,3
Brazil,LUFTAL,Reckitt Core,3
Brazil,NALDECON,Reckitt Core,3
Brazil,NUROMOL,Reckitt Core,3
Brazil,OTHER SPECIAL INFANT FORMULA,MJN Nutrition,3
Canada,AIRWICK,Essential Home,1
Canada,AMOPE,Reckitt Core,3
Canada,BIOFREEZE,Reckitt Core,3
Canada,BOTANICA,Essential Home,3
Canada,BOTANICAL ORIGIN,Essential Home,1
Canada,BRASSO,Essential Home,2
Canada,CEPACOL,Reckitt Core,3
Canada,CLEARASIL,Reckitt Core,3
Canada,DETTOL,Reckitt Core,3
Canada,DUREX,Reckitt Core,3
Canada,EASY OFF,Essential Home,1
Canada,EASY ON,Essential Home,1
Canada,FINISH,Reckitt Core,3
Canada,K-Y,Reckitt Core,3
Canada,LANACANE,Reckitt Core,3
Canada,LYSOL/LIZOL,Reckitt Core,3
Canada,MUCINEX,Reckitt Core,3
Canada,OLD ENGLISH,Essential Home,1
Canada,OPTREX,Reckitt Core,3
Canada,PRIVATE LABEL,Reckitt Core,3
Canada,RESOLVE (FABRIC/CARPET),Essential Home,1
Canada,SILVO,Essential Home,2
Canada,STREPSILS,Reckitt Core,3
Canada,THERAPEARL,Reckitt Core,3
Canada,VEET,Reckitt Core,3
Canada,WOOLITE,Essential Home,1
Canada,ENFACARE,MJN Nutrition,3
Canada,ENFAGROW,MJN Nutrition,3
Canada,ENFAMIL,MJN Nutrition,3
Canada,FER-IN-SOL,MJN Nutrition,3
Canada,HOSPITAL FEEDING SYSTEM,MJN Nutrition,3
Canada,NUTRAMIGEN,MJN Nutrition,3
Canada,OTHER SPECIAL INFANT FORMULA,MJN Nutrition,3
Canada,PORTAGEN,MJN Nutrition,3
Canada,PREGESTIMIL,MJN Nutrition,3
Canada,PURAMINO,MJN Nutrition,3
Canada,UPSPRING,MJN Nutrition,3
Canada,VI-SOLS,MJN Nutrition,3
Caribbean,ALACTA,null,3
Caribbean,ENFACARE,null,3
Caribbean,ENFAGROW,null,3
Caribbean,ENFAMIL,null,3
Caribbean,HOSPITAL FEEDING SYSTEM,null,3
Caribbean,NUTRAMIGEN,null,3
Caribbean,PREGESTIMIL,null,3
Caribbean,PROSOBEE,null,3
Caribbean,PURAMINO,null,3
Caribbean,VI-SOLS,null,3
Caribbean,AIRBORNE,null,3
Caribbean,AMOPE,null,3
Caribbean,CEPACOL,null,3
Caribbean,CLEARASIL,null,3
Caribbean,DELSYM,null,3
Caribbean,DETTOL,null,3
Caribbean,DIGESTIVE ADVANTAGE,null,3
Caribbean,DUREX,null,3
Caribbean,ENFALAC,null,3
Caribbean,K-Y,null,3
Caribbean,LANACANE,null,3
Caribbean,LICE MD,null,3
Caribbean,MEGARED,null,3
Caribbean,MOVE FREE,null,3
Caribbean,MUCINEX,null,3
Caribbean,NEURIVA,null,3
Caribbean,OTHER SPECIAL INFANT FORMULA,null,3
Caribbean,SCALPICIN,null,3
Caribbean,SCHIFF,null,3
Caribbean,STREPSILS,null,3
Caribbean,VEET,null,3
Central America,AMOPE,Reckitt Core,3
Central America,DUREX,Reckitt Core,3
Central America,ENFA MAMA,MJN Nutrition,3
Central America,ENFACARE,MJN Nutrition,3
Central America,ENFAGROW,MJN Nutrition,3
Central America,ENFALAC,MJN Nutrition,3
Central America,ENFAMIL,MJN Nutrition,3
Central America,ENFAPRO,MJN Nutrition,3
Central America,HOSPITAL FEEDING SYSTEM,MJN Nutrition,3
Central America,K-Y,Reckitt Core,3
Central America,LACTOFREE,MJN Nutrition,3
Central America,NUTRAMIGEN,MJN Nutrition,3
Central America,PORTAGEN,null,3
Central America,PURAMINO,MJN Nutrition,3
Central America,SUSTAGEN,null,3
Central America,AIRBORNE,null,3
Central America,CEPACOL,null,3
Central America,CLEARASIL,null,3
Central America,DELSYM,null,3
Central America,DETTOL,null,3
Central America,DIGESTIVE ADVANTAGE,null,3
Central America,LANACANE,null,3
Central America,LICE MD,null,3
Central America,MEGARED,null,3
Central America,MOVE FREE,null,3
Central America,MUCINEX,null,3
Central America,NEURIVA,null,3
Central America,OTHER SPECIAL INFANT FORMULA,MJN Nutrition,3
Central America,PROSOBEE,null,3
Central America,SCALPICIN,null,3
Central America,SCHIFF,null,3
Central America,STREPSILS,null,3
Central America,VEET,Reckitt Core,3
Chile,DETTOL,Reckitt Core,3
Chile,DUREX,Reckitt Core,3
Chile,GAVISCON,Reckitt Core,3
Chile,STREPFEN,Reckitt Core,3
Chile,VEET,Reckitt Core,3
Chile,ESPADOL,Reckitt Core,3
China,AEROGARD,Reckitt Core,3
China,DETTOL,Reckitt Core,3
China,DUREX,Reckitt Core,3
China,FINISH,Reckitt Core,3
China,HARPIC,Reckitt Core,3
China,K-Y,Reckitt Core,3
China,LYSOL/LIZOL,Reckitt Core,3
China,MOVE FREE,Reckitt Core,3
China,STREPSILS,Reckitt Core,3
China,VANISH,Reckitt Core,3
China,VEET,Reckitt Core,3
China,KECHUANNING,Reckitt Core,3
China,MANYANSHUNING,Reckitt Core,3
China,MEGA RED,null,3
China,MEGARED,Reckitt Core,3
China,NEURIVA,Reckitt Core,3
China,SITI,Reckitt Core,3
Colombia,DUREX,Reckitt Core,3
Colombia,ENFAGROW,MJN Nutrition,3
Colombia,ENFAMIL,MJN Nutrition,3
Colombia,ENFAPRO,MJN Nutrition,3
Colombia,FYBOGEL,Reckitt Core,3
Colombia,GAVISCON,Reckitt Core,3
Colombia,K-Y,Reckitt Core,3
Colombia,LACTOFREE,MJN Nutrition,3
Colombia,NUTRAMIGEN,MJN Nutrition,3
Colombia,PURAMINO,MJN Nutrition,3
Colombia,STREPSILS,Reckitt Core,3
Colombia,VEET,Reckitt Core,3
Colombia,AIRWICK,Essential Home,1
Colombia,BRASSO,Essential Home,1
Colombia,CHERRY,Essential Home,1
Colombia,EASY OFF,Essential Home,1
Colombia,EASY OFF BAM,Essential Home,1
Colombia,FINISH,Reckitt Core,3
Colombia,GRIFFIN,Essential Home,1
Colombia,HARPIC,Reckitt Core,3
Colombia,LYSOL/LIZOL,Reckitt Core,3
Colombia,MANSION,Essential Home,1
Colombia,OTHER SPECIAL INFANT FORMULA,MJN Nutrition,3
Colombia,SANPIC,Essential Home,1
Colombia,SILVO,Essential Home,1
Colombia,VANISH,Reckitt Core,3
Colombia,WOOLITE,Essential Home,1
Czech Republic & Slovakia,Aerogard,null,1
Czech Republic & Slovakia,Airwick,null,2
Czech Republic & Slovakia,Aladdin,null,1
Czech Republic & Slovakia,Ava,null,1
Czech Republic & Slovakia,BENACTIV GOLA,null,2
Czech Republic & Slovakia,Benagol,null,3
Czech Republic & Slovakia,Biofreeze,null,3
Czech Republic & Slovakia,Black Flag,null,1
Czech Republic & Slovakia,Bonjela,null,3
Czech Republic & Slovakia,Botanica,null,1
Czech Republic & Slovakia,Botanical Origin,null,1
Czech Republic & Slovakia,Brasso,null,1
Czech Republic & Slovakia,Bryza,null,1
Czech Republic & Slovakia,Calcor,null,1
Czech Republic & Slovakia,Calgon,null,1
Czech Republic & Slovakia,Calinda,null,1
Czech Republic & Slovakia,CARDIPRIN,null,3
Czech Republic & Slovakia,Cera Clen/Vitro Clen,null,1
Czech Republic & Slovakia,Cillit,null,1
Czech Republic & Slovakia,Cillit Bang,null,1
Czech Republic & Slovakia,CLEARASIL,null,3
Czech Republic & Slovakia,Colon,null,1
Czech Republic & Slovakia,CONTEX,null,3
Czech Republic & Slovakia,Coral,null,1
Czech Republic & Slovakia,Crisp,null,1
Czech Republic & Slovakia,Destop,null,1
Czech Republic & Slovakia,Dettol,null,2
Czech Republic & Slovakia,DISPRIN,null,3
Czech Republic & Slovakia,DOBENDAN,null,3
Czech Republic & Slovakia,Dosia,null,1
Czech Republic & Slovakia,Duraglit,null,1
Czech Republic & Slovakia,Durex,null,3
Czech Republic & Slovakia,E45,null,3
Czech Republic & Slovakia,Easy Off Bam,null,1
Czech Republic & Slovakia,Elena,null,1
Czech Republic & Slovakia,ENFAMIL,null,3
Czech Republic & Slovakia,EVIPLAN,null,2
Czech Republic & Slovakia,EVITEST,null,2
Czech Republic & Slovakia,Exit Mould,null,1
Czech Republic & Slovakia,Fabulon,null,1
Czech Republic & Slovakia,Finish,null,1
Czech Republic & Slovakia,Flor,null,1
Czech Republic & Slovakia,Fogo,null,1
Czech Republic & Slovakia,Frend,null,1
Czech Republic & Slovakia,Full Marks,null,2
Czech Republic & Slovakia,Fybogel,null,3
Czech Republic & Slovakia,GAVISCON,null,3
Czech Republic & Slovakia,Gavisconell,null,3
Czech Republic & Slovakia,Glassex,null,1
Czech Republic & Slovakia,Glen 10/20,null,1
Czech Republic & Slovakia,Goldilocks,null,1
Czech Republic & Slovakia,GUSSARSKIYE,null,3
Czech Republic & Slovakia,Harpic,null,1
Czech Republic & Slovakia,HC45,null,3
Czech Republic & Slovakia,HEMOAL,null,3
Czech Republic & Slovakia,HIPPO,null,1
Czech Republic & Slovakia,Hoffmann's,null,1
Czech Republic & Slovakia,Kalia,null,1
Czech Republic & Slovakia,K-Y,null,3
Czech Republic & Slovakia,LANACANE,null,3
Czech Republic & Slovakia,Lanza,null,1
Czech Republic & Slovakia,Lavasbianca,null,1
Czech Republic & Slovakia,LEMSIP,null,3
Czech Republic & Slovakia,LIASAN,null,3
Czech Republic & Slovakia,London,null,3
Czech Republic & Slovakia,Lovela,null,1
Czech Republic & Slovakia,Lutsine,null,3
Czech Republic & Slovakia,Lysol/Lizol,null,1
Czech Republic & Slovakia,Marc,null,1
Czech Republic & Slovakia,MORTEIN,null,1
Czech Republic & Slovakia,Mr Sheen,null,1
Czech Republic & Slovakia,Mucinex,null,3
Czech Republic & Slovakia,Napisan,null,1
Czech Republic & Slovakia,Napisan (Italy),null,1
Czech Republic & Slovakia,Nenuco,null,2
Czech Republic & Slovakia,Neophos,null,1
Czech Republic & Slovakia,Nureflex,null,3
Czech Republic & Slovakia,NUROFEN,null,3
Czech Republic & Slovakia,NUROMOL,null,3
Czech Republic & Slovakia,Nutramigen,null,3
Czech Republic & Slovakia,OPTREX,null,3
Czech Republic & Slovakia,Paramol,null,3
Czech Republic & Slovakia,Pea Beu,null,1
Czech Republic & Slovakia,Pine O Cleen,null,1
Czech Republic & Slovakia,Pop,null,1
Czech Republic & Slovakia,Preen,null,1
Czech Republic & Slovakia,Private Label,null,2
Czech Republic & Slovakia,Quanto,null,1
Czech Republic & Slovakia,REFLEX,null,3
Czech Republic & Slovakia,REPSILS,null,3
Czech Republic & Slovakia,Sagrotan,null,1
Czech Republic & Slovakia,Scale Away,null,1
Czech Republic & Slovakia,Scholl,null,3
Czech Republic & Slovakia,SENOKOT,null,3
Czech Republic & Slovakia,Sidol,null,1
Czech Republic & Slovakia,Silvo,null,1
Czech Republic & Slovakia,Sinus,null,3
Czech Republic & Slovakia,Sole,null,1
Czech Republic & Slovakia,St Marc,null,1
Czech Republic & Slovakia,Steelo,null,1
Czech Republic & Slovakia,Steradent,null,2
Czech Republic & Slovakia,Strefen,null,3
Czech Republic & Slovakia,Strepfen,null,3
Czech Republic & Slovakia,STREPSILS,null,3
Czech Republic & Slovakia,Superdent,null,2
Czech Republic & Slovakia,SWEETEX,null,3
Czech Republic & Slovakia,Timor,null,1
Czech Republic & Slovakia,Tiret,null,1
Czech Republic & Slovakia,Vanish,null,1
Czech Republic & Slovakia,Veet,null,2
Czech Republic & Slovakia,Vitroclen,null,1
Czech Republic & Slovakia,Windolene,null,1
Czech Republic & Slovakia,Woolite,null,1
Czech Republic & Slovakia,Xau,null,1
Denmark,Aerogard,null,1
Denmark,Airwick,null,2
Denmark,Aladdin,null,1
Denmark,Ava,null,1
Denmark,Black Flag,null,1
Denmark,Botanica,null,1
Denmark,Botanical Origin,null,1
Denmark,Brasso,null,1
Denmark,Bryza,null,1
Denmark,Calcor,null,1
Denmark,Calgon,null,1
Denmark,Calinda,null,1
Denmark,Cera Clen/Vitro Clen,null,1
Denmark,Cillit,null,1
Denmark,Cillit Bang,null,1
Denmark,Colon,null,1
Denmark,Coral,null,1
Denmark,Crisp,null,1
Denmark,Destop,null,1
Denmark,Dosia,null,1
Denmark,Duraglit,null,1
Denmark,Easy Off Bam,null,1
Denmark,Elena,null,1
Denmark,Exit Mould,null,1
Denmark,Fabulon,null,1
Denmark,Finish,null,1
Denmark,Flor,null,1
Denmark,Fogo,null,1
Denmark,Frend,null,1
Denmark,Glassex,null,1
Denmark,Glen 10/20,null,1
Denmark,Goldilocks,null,1
Denmark,Harpic,null,1
Denmark,HIPPO,null,1
Denmark,Hoffmann's,null,1
Denmark,Kalia,null,1
Denmark,Lanza,null,1
Denmark,Lavasbianca,null,1
Denmark,Lovela,null,1
Denmark,Lysol/Lizol,null,1
Denmark,Marc,null,1
Denmark,MORTEIN,null,1
Denmark,Mr Sheen,null,1
Denmark,Napisan,null,1
Denmark,Napisan (Italy),null,1
Denmark,Neophos,null,1
Denmark,Pea Beu,null,1
Denmark,Pine O Cleen,null,1
Denmark,Pop,null,1
Denmark,Preen,null,1
Denmark,Quanto,null,1
Denmark,Sagrotan,null,1
Denmark,Scale Away,null,1
Denmark,Sidol,null,1
Denmark,Silvo,null,1
Denmark,Sole,null,1
Denmark,St Marc,null,1
Denmark,Steelo,null,1
Denmark,Timor,null,1
Denmark,Tiret,null,1
Denmark,Vanish,null,1
Denmark,Vitroclen,null,1
Denmark,Windolene,null,1
Denmark,Woolite,null,1
Denmark,Xau,null,1
Denmark,BENACTIV GOLA,null,2
Denmark,Benagol,null,3
Denmark,Biofreeze,null,3
Denmark,Bonjela,null,3
Denmark,CARDIPRIN,null,3
Denmark,DISPRIN,null,3
Denmark,DOBENDAN,null,3
Denmark,Fybogel,null,3
Denmark,GAVISCON,null,3
Denmark,Gavisconell,null,3
Denmark,LEMSIP,null,3
Denmark,Mucinex,null,3
Denmark,Nureflex,null,3
Denmark,NUROFEN,null,3
Denmark,NUROMOL,null,3
