country,Brand,Business_Segment,Lead_Time
United Kingdom,Fybogel,Reckitt Core,3
United Kingdom,GAVISCON,Reckitt Core,3
United Kingdom,Gavisconell,Reckitt Core,3
United Kingdom,LEMSIP,Reckitt Core,3
United Kingdom,Mucinex,Reckitt Core,3
United Kingdom,Nureflex,Reckitt Core,3
United Kingdom,NUROFEN,Reckitt Core,3
United Kingdom,NUROMOL,Reckitt Core,3
United Kingdom,OPTREX,Reckitt Core,3
United Kingdom,REPSILS,Reckitt Core,3
United Kingdom,Scholl,Reckitt Core,3
United Kingdom,SENOKOT,Reckitt Core,3
United Kingdom,Strefen,Reckitt Core,3
United Kingdom,Strepfen,Reckitt Core,3
United Kingdom,STREPSILS,Reckitt Core,3
United Kingdom,CLEARASIL,Reckitt Core,3
United Kingdom,CONTEX,null,3
United Kingdom,Dettol,Reckitt Core,3
United Kingdom,Durex,Reckitt Core,3
United Kingdom,E45,Reckitt Core,3
United Kingdom,ENFAMIL,MJN Nutrition,3
United Kingdom,EVIPLAN,null,2
United Kingdom,EVITEST,null,2
United Kingdom,Full Marks,Reckitt Core,3
United Kingdom,GUSSARSKIYE,null,3
United Kingdom,HC45,Reckitt Core,3
United Kingdom,HEMOAL,null,3
United Kingdom,K-Y,Reckitt Core,3
United Kingdom,LANACANE,Reckitt Core,3
United Kingdom,LIASAN,null,3
United Kingdom,London,null,3
United Kingdom,Lutsine,null,3
United Kingdom,Nenuco,Reckitt Core,3
United Kingdom,Nutramigen,MJN Nutrition,3
United Kingdom,Paramol,Reckitt Core,3
United Kingdom,Private Label,Reckitt Core,3
United Kingdom,REFLEX,null,3
United Kingdom,Sinus,null,3
United Kingdom,Steradent,Reckitt Core,3
United Kingdom,Superdent,Reckitt Core,3
United Kingdom,SWEETEX,Reckitt Core,3
United Kingdom,Veet,Reckitt Core,3
United Kingdom,AIRBORNE,Reckitt Core,3
United Kingdom,CEPACOL,Reckitt Core,3
United Kingdom,CUPROFEN,Reckitt Core,3
United Kingdom,D-CON,Essential Home,1
United Kingdom,DELSYM,Reckitt Core,3
United Kingdom,DERMICOOL,Reckitt Core,3
United Kingdom,DIGESTIVE ADVANTAGE,Reckitt Core,3
United Kingdom,EASY OFF,Essential Home,1
United Kingdom,ENFAGROW,MJN Nutrition,3
United Kingdom,ENFALAC,MJN Nutrition,3
United Kingdom,ENFAPRO,MJN Nutrition,3
United Kingdom,FOSRENOL,Reckitt Core,3
United Kingdom,GLASS PLUS,Essential Home,1
United Kingdom,KRACK,Reckitt Core,3
United Kingdom,LACTOFREE,MJN Nutrition,3
United Kingdom,LIME-A-WAY,Essential Home,1
United Kingdom,MEGARED,Reckitt Core,3
United Kingdom,MOOV,Reckitt Core,3
United Kingdom,MOP AND GLO,Essential Home,1
United Kingdom,MOVE FREE,Reckitt Core,3
United Kingdom,NEURIVA,Reckitt Core,3
United Kingdom,NUGGET,Essential Home,1
United Kingdom,OLD ENGLISH,Essential Home,1
United Kingdom,PREGESTIMIL,MJN Nutrition,3
United Kingdom,PROSPORT,Reckitt Core,3
United Kingdom,PURAMINO,MJN Nutrition,3
United Kingdom,RESOLVE (FABRIC/CARPET),Essential Home,1
United Kingdom,RID-X,Essential Home,1
United Kingdom,SCHIFF,Reckitt Core,3
United Kingdom,SPRAY 'N WASH,Essential Home,1
United Kingdom,STARTER BRAND VMS,Reckitt Core,3
United Kingdom,THERAPEARL,Reckitt Core,3
United Kingdom,WOODWARDS,Reckitt Core,3
USA,AIRBORNE,Reckitt Core,3
USA,AIRWICK,Essential Home,3
USA,AMOPE,Reckitt Core,3
USA,BIG BOY,Essential Home,1
USA,BIOFREEZE,Reckitt Core,3
USA,BODIOME,Reckitt Core,3
USA,BOTANICA,Essential Home,3
USA,BOTANICAL ORIGIN,Essential Home,1
USA,BRASSO,Essential Home,2
USA,CALGON,Essential Home,1
USA,CEPACOL,Reckitt Core,3
USA,CLEARASIL,Reckitt Core,3
USA,D-CON,Essential Home,2
USA,DELSYM,Reckitt Core,3
USA,DETTOL,Reckitt Core,3
USA,DIGESTIVE ADVANTAGE,Reckitt Core,3
USA,DUREX,Reckitt Core,3
USA,EASY OFF,Essential Home,1
USA,EASY ON,Essential Home,1
USA,FINISH,Reckitt Core,3
USA,GLASS PLUS,Essential Home,1
USA,HARPIC,Reckitt Core,3
USA,K-Y,Reckitt Core,3
USA,LANACANE,Reckitt Core,3
USA,LICE MD,Reckitt Core,3
USA,LIME-A-WAY,Essential Home,1
USA,LYSOL/LIZOL,Reckitt Core,3
USA,MEGARED,Reckitt Core,3
USA,MOP AND GLO,Essential Home,1
USA,MOVE FREE,Reckitt Core,3
USA,MUCINEX,Reckitt Core,3
USA,NEURIVA,Reckitt Core,3
USA,NOXON,Essential Home,1
USA,NUGGET,Essential Home,1
USA,OLD ENGLISH,Essential Home,1
USA,PRIVATE LABEL,Reckitt Core,3
USA,QUEEN V,Reckitt Core,3
USA,RESOLVE (FABRIC/CARPET),Essential Home,1
USA,RID-X,Essential Home,1
USA,SCALPICIN,Reckitt Core,3
USA,SCHIFF,Reckitt Core,3
USA,SPRAY 'N WASH,Essential Home,1
USA,THERAPEARL,Reckitt Core,3
USA,VANISH,Reckitt Core,3
USA,VANI-SOL,Essential Home,1
USA,VEET,Reckitt Core,3
USA,WOOLITE,Essential Home,1
USA,ENFA VITAMINS,MJN Nutrition,3
USA,ENFAGROW,MJN Nutrition,3
USA,ENFAMIL,MJN Nutrition,3
USA,NUTRAMIGEN / ALLERGY,null,3
USA,OTHER,Reckitt Core,3
USA,SPECIALTY,null,3
USA,SUPER HIGH PREMIUM,null,3
Utd.Arab Emir.,AIRWICK,Reckitt Core,3
Utd.Arab Emir.,BONJELA,Reckitt Core,3
Utd.Arab Emir.,BRASSO,Reckitt Core,3
Utd.Arab Emir.,DETTOL,Reckitt Core,3
Utd.Arab Emir.,DUREX,Reckitt Core,3
Utd.Arab Emir.,FINISH,Reckitt Core,3
Utd.Arab Emir.,FYBOGEL,Reckitt Core,3
Utd.Arab Emir.,GAVISCON,Reckitt Core,3
Utd.Arab Emir.,HARPIC,Reckitt Core,3
Utd.Arab Emir.,K-Y,Reckitt Core,3
Utd.Arab Emir.,LYSOL/LIZOL,Reckitt Core,3
Utd.Arab Emir.,MOOV,Reckitt Core,3
Utd.Arab Emir.,MORTEIN,Reckitt Core,3
Utd.Arab Emir.,NUROFEN,Reckitt Core,3
Utd.Arab Emir.,SILVO,Reckitt Core,3
Utd.Arab Emir.,STREPSILS,Reckitt Core,3
Utd.Arab Emir.,TRU/VANISH,Reckitt Core,3
Utd.Arab Emir.,VANISH,Reckitt Core,3
Utd.Arab Emir.,VEET,Reckitt Core,3
Utd.Arab Emir.,WOODWARDS,Reckitt Core,3
Utd.Arab Emir.,CALGON,Reckitt Core,3
Utd.Arab Emir.,CHERRY BLOSSOM,Reckitt Core,3
Utd.Arab Emir.,CILLIT BANG,Reckitt Core,3
Utd.Arab Emir.,CROWN,Reckitt Core,3
Utd.Arab Emir.,DESTOP,Reckitt Core,3
Utd.Arab Emir.,DRUMMER,Reckitt Core,3
Utd.Arab Emir.,JIK,Reckitt Core,3
Utd.Arab Emir.,KRACK,Reckitt Core,3
Utd.Arab Emir.,LEMSIP,Reckitt Core,3
Utd.Arab Emir.,MUCINEX,Reckitt Core,3
Utd.Arab Emir.,NAPISAN,null,1
Utd.Arab Emir.,OPTREX,Reckitt Core,3
Utd.Arab Emir.,PIF PAF,Reckitt Core,3
Utd.Arab Emir.,SCHOLL,Reckitt Core,3
Utd.Arab Emir.,VITROCLEN,Reckitt Core,3
Utd.Arab Emir.,WOOLITE,Reckitt Core,3
Vietnam,DETTOL,Reckitt Core,3
Vietnam,DUREX,Reckitt Core,3
Vietnam,ENFAGROW,MJN Nutrition,2
Vietnam,ENFAMAMA,null,2
Vietnam,ENFAMIL,MJN Nutrition,2
Vietnam,FINISH,Reckitt Core,3
Vietnam,GAVISCON,Reckitt Core,3
Vietnam,K-Y,Reckitt Core,3
Vietnam,NUROFEN,Reckitt Core,3
Vietnam,NUTRAMIGEN,MJN Nutrition,3
Vietnam,PREGESTIMIL,MJN Nutrition,3
Vietnam,PREMATURE,null,3
Vietnam,PROVITAL,MJN Nutrition,3
Vietnam,STREPSILS,Reckitt Core,3
Vietnam,VEET,Reckitt Core,3
Vietnam,ENFA MAMA,MJN Nutrition,2
Vietnam,ENFAGROW A+ S3,null,3
Vietnam,ENFAGROW A+ S4,null,3
Vietnam,ENFAGROW A2,null,3
Vietnam,ENFAKID,MJN Nutrition,2
Vietnam,ENFAMAMA A+,null,3
Vietnam,ENFAMIL A+ S1,null,3
Vietnam,ENFAMIL A+ S2,null,3
Vietnam,ENFAMIL A+ S3,null,3
Vietnam,ENFAMIL A2,null,3
Vietnam,ENFAPRO,MJN Nutrition,2
Vietnam,GENTLE CARE,null,3
Vietnam,HOSPITAL FEEDING SYSTEM,MJN Nutrition,3
Vietnam,LACTOFREE,MJN Nutrition,3
Vietnam,LACTUM,MJN Nutrition,3
Vietnam,OTHER SPECIAL INFANT FORMULA,MJN Nutrition,3
Vietnam,RTD - ENFAGROW A+ S4,null,3
Vietnam,SPECIALTY,null,3
Vietnam,ENFINITAS,MJN Nutrition,3
Vietnam,ENSPIRE,MJN Nutrition,3
Vietnam,GENTLEASE,MJN Nutrition,2
