Brand,Country,Business_Segment,Area,Region,CATEGORY
Enfacare,Singapore,MJN Nutrition,Emerging Markets,ASEAN,Nutrition
Enfacare,Central America,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfacare,Hong Kong,MJN Nutrition,Emerging Markets,Greater China & North Asia,#N/A
Enfacare DHA/ARA,Singapore,MJN Nutrition,Emerging Markets,ASEAN,#N/A
Enfacare DHA/ARA,Singapore,MJN Nutrition,Emerging Markets,ASEAN,#N/A
Enfacare DHA/ARA,Brazil,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfacare DHA/ARA,Canada,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfacare DHA/ARA,Colombia,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfacare DHA/ARA,Costa Rica,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfacare DHA/ARA,Dominican Republic,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfacare DHA/ARA,Ecuador,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfacare DHA/ARA,Indonesia,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfacare DHA/ARA,Mexico,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfacare DHA/ARA,Netherlands,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfacare DHA/ARA,Peru,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfacare DHA/ARA,Philippines,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfacare DHA/ARA,Puerto Rico,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfacare DHA/ARA,Thailand,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfacare DHA/ARA,USA,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow,Germany,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,Central America,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow,Thailand,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,Philippines,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,Spain,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,Portugal,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,Italy,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,Mexico,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,Thailand,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,Nordics,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,Indonesia,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,Honduras,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,Israel,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,Hygiene BU HQ,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,Pakistan,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,USA,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,Brazil,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,Jamaica,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,El Salvador,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,Chile,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,Eastern Europe,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,Guatemala,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,Vietnam,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,Belize,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,Dominican Republic,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,Other HQ,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,India,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,Puerto Rico,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,Ecuador,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,Venezuela,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,Malaysia,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,China,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,Netherlands,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,France,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,New Zealand,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,Canada,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,Nicaragua,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,Nutrition BU HQ,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,Poland,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,Singapore,MJN Nutrition,Emerging Markets,ASEAN,Nutrition
Enfagrow,Colombia,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,Other Caribbean,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,Peru,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,Sri Lanka,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,Argentina,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,Panama,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,Costa Rica,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,Maldives,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,United Kingdom,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfagrow,Belgium,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow,Hong Kong,MJN Nutrition,Emerging Markets,Greater China & North Asia,#N/A
Enfagrow,Russian Fed,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow,Taiwan,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow 3,Colombia,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow 3,Costa Rica,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow 3,Indonesia,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow 3,Malaysia,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow 3,Mexico,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow 3,Philippines,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow 3,Thailand,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow 3 RTD,Thailand,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow 4,Colombia,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow 4,Costa Rica,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow 4,Indonesia,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow 4,Mexico,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow 4,Philippines,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow DHA/ARA,Indonesia,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow DHA/ARA,Brazil,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow DHA/ARA,Canada,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow DHA/ARA,Colombia,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow DHA/ARA,Costa Rica,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow DHA/ARA,Dominican Republic,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow DHA/ARA,Ecuador,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow DHA/ARA,India,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow DHA/ARA,Mexico,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow DHA/ARA,Netherlands,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow DHA/ARA,Peru,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow DHA/ARA,Philippines,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow DHA/ARA,Poland,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow DHA/ARA,Puerto Rico,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow DHA/ARA,Thailand,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow DHA/ARA,USA,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow DHA/ARA,Vietnam,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow Lactose Free,Philippines,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow Next Step Soy DHA/ARA,Mexico,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow Premium 3,Singapore,MJN Nutrition,Emerging Markets,ASEAN,#N/A
Enfagrow Premium 3,Singapore,MJN Nutrition,Emerging Markets,ASEAN,#N/A
Enfagrow Premium 3,Canada,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow Premium 3,Dominican Republic,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow Premium 3,Indonesia,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow Premium 3,Malaysia,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow Premium 3,Mexico,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow Premium 3,Netherlands,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow Premium 3,Peru,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow Premium 3,Philippines,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow Premium 3,Thailand,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow Premium 3,Vietnam,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow Premium 3,Malaysia,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow Premium 4,Singapore,MJN Nutrition,Emerging Markets,ASEAN,#N/A
Enfagrow Premium 4,Colombia,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow Premium 4,Ecuador,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow Premium 4,India,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow Premium 4,Indonesia,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow Premium 4,Malaysia,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow Premium 4,Mexico,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow Premium 4,Netherlands,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow Premium 4,Peru,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow Premium 4,Philippines,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow Premium 4,Thailand,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow Premium 4,Vietnam,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow Premium 4,Philippines,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow Premium 5,Singapore,MJN Nutrition,Emerging Markets,ASEAN,#N/A
Enfagrow Premium 5,Malaysia,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow Premium 5,Netherlands,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow Pure A2 3,Philippines,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow Pure A2 3,Thailand,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow Pure A2 3,Vietnam,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow RTD,Canada,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow RTD,Puerto Rico,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow RTD,Thailand,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfagrow RTD,USA,MJN Nutrition,Nutrition,Nutrition,#N/A
EnfaKid,USA,MJN Nutrition,Nutrition,Nutrition,Nutrition
EnfaKid,Colombia,MJN Nutrition,Nutrition,Nutrition,Nutrition
EnfaKid,Pakistan,MJN Nutrition,Nutrition,Nutrition,Nutrition
EnfaKid,Brazil,MJN Nutrition,Nutrition,Nutrition,Nutrition
EnfaKid,Hygiene BU HQ,MJN Nutrition,Nutrition,Nutrition,Nutrition
EnfaKid,New Zealand,MJN Nutrition,Nutrition,Nutrition,Nutrition
EnfaKid,India,MJN Nutrition,Nutrition,Nutrition,Nutrition
EnfaKid,Malaysia,MJN Nutrition,Nutrition,Nutrition,Nutrition
EnfaKid,Israel,MJN Nutrition,Nutrition,Nutrition,Nutrition
EnfaKid,Indonesia,MJN Nutrition,Nutrition,Nutrition,Nutrition
EnfaKid,China,MJN Nutrition,Nutrition,Nutrition,Nutrition
EnfaKid,Vietnam,MJN Nutrition,Nutrition,Nutrition,Nutrition
EnfaKid,Thailand,MJN Nutrition,Nutrition,Nutrition,Nutrition
EnfaKid,Nutrition BU HQ,MJN Nutrition,Nutrition,Nutrition,Nutrition
EnfaKid,Mexico,MJN Nutrition,Nutrition,Nutrition,Nutrition
EnfaKid,Philippines,MJN Nutrition,Nutrition,Nutrition,Nutrition
EnfaKid,Singapore,MJN Nutrition,Emerging Markets,ASEAN,Nutrition
EnfaKid,Hong Kong,MJN Nutrition,Emerging Markets,Greater China & North Asia,#N/A
EnfaKid,Netherlands,MJN Nutrition,Nutrition,Nutrition,#N/A
EnfaKid,Poland,MJN Nutrition,Nutrition,Nutrition,#N/A
EnfaKid,Taiwan,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfakid DHA/ARA,Brazil,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfakid Superior 4 RTU,Thailand,MJN Nutrition,Nutrition,Nutrition,#N/A
EnfaKid/Enfagrow 4 RTU,Singapore,MJN Nutrition,Emerging Markets,ASEAN,#N/A
EnfaKid/Enfagrow 4 RTU,Thailand,MJN Nutrition,Nutrition,Nutrition,#N/A
EnfaKid/Enfagrow 4 RTU,Vietnam,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfalac,Philippines,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalac,Spain,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalac,Thailand,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalac,USA,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalac,Hygiene BU HQ,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalac,Ireland,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalac,Mexico,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalac,Netherlands,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalac,Singapore,MJN Nutrition,Emerging Markets,ASEAN,Nutrition
Enfalac,France,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalac,Poland,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalac,Peru,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalac,Colombia,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalac,Costa Rica,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalac,Other HQ,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalac,Honduras,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalac,China,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalac,Guatemala,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalac,Sri Lanka,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalac,Israel,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalac,Belgium,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalac,Jamaica,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalac,Indonesia,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalac,Dominican Republic,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalac,Portugal,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalac,Belize,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalac,Pakistan,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalac,El Salvador,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalac,Nicaragua,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalac,Other Caribbean,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalac,Malaysia,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalac,United Kingdom,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalac,Ecuador,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalac,Germany,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalac,Eastern Europe,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalac,Vietnam,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalac,New Zealand,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalac,Panama,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalac,Nutrition BU HQ,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalac,Malaysia,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalac,Central America,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfalac,Hong Kong,MJN Nutrition,Emerging Markets,Greater China & North Asia,#N/A
Enfalac,Italy,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfalac,Taiwan,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfalac DHA/ARA,Singapore,MJN Nutrition,Emerging Markets,ASEAN,#N/A
Enfalac DHA/ARA,Costa Rica,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfalac DHA/ARA,Malaysia,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfalac DHA/ARA,Mexico,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfalac DHA/ARA,Netherlands,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfalac DHA/ARA,Thailand,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfalac DHA/ARA,Malaysia,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfalac/Enfamil AR,Singapore,MJN Nutrition,Emerging Markets,ASEAN,#N/A
Enfalac/Enfamil AR,Costa Rica,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfalac/Enfamil AR,Dominican Republic,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfalac/Enfamil AR,Malaysia,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfalac/Enfamil AR,Mexico,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfalac/Enfamil AR,Netherlands,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfalac/Enfamil AR,Peru,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfalac/Enfamil AR,USA,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfalyte,Singapore,MJN Nutrition,Emerging Markets,ASEAN,Nutrition
Enfalyte,Malaysia,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalyte,Thailand,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalyte,Nutrition BU HQ,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalyte,Ecuador,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalyte,Other HQ,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalyte,Philippines,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalyte,Vietnam,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalyte,Colombia,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalyte,Dominican Republic,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalyte,Belize,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalyte,Puerto Rico,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalyte,Honduras,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalyte,USA,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalyte,Jamaica,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalyte,Poland,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalyte,Israel,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalyte,New Zealand,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalyte,Brazil,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalyte,Peru,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalyte,Canada,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalyte,China,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalyte,Mexico,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalyte,Hygiene BU HQ,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfalyte,Other Caribbean,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Colombia,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,India,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,France,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Ecuador,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Canada,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Germany,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Thailand,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Spain,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Vietnam,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Peru,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Portugal,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Sri Lanka,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Italy,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Mexico,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Nordics,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Singapore,MJN Nutrition,Emerging Markets,ASEAN,Nutrition
Enfamil,Poland,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Jamaica,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Chile,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,United Kingdom,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,El Salvador,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Eastern Europe,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Brazil,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Nicaragua,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Health BU HQ,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,New Zealand,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Argentina,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Other Caribbean,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Netherlands,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Guatemala,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Hygiene BU HQ,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Maldives,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Indonesia,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Israel,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Pakistan,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Puerto Rico,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Australia,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Costa Rica,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Belgium,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Honduras,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Panama,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Venezuela,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Philippines,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Malaysia,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Other HQ,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,USA,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Belize,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Dominican Republic,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,China,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Nutrition BU HQ,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Dominican Republic,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Netherlands,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfamil,Central America,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfamil,Hong Kong,MJN Nutrition,Emerging Markets,Greater China & North Asia,#N/A
Enfamil,Russian Fed,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfamil,Taiwan,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfamil (Enfalac) 2,Thailand,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfamil (Enfalac) 2,Colombia,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfamil (Enfalac) 2,Ecuador,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfamil (Enfalac) 2,Malaysia,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfamil (Enfalac) 2,Mexico,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfamil (Enfalac) 2,Peru,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfamil (Enfalac) 2 DHA/ARA,Colombia,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfamil (Enfalac) 2 DHA/ARA,Singapore,MJN Nutrition,Emerging Markets,ASEAN,#N/A
Enfamil (Enfalac) 2 DHA/ARA,Brazil,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfamil (Enfalac) 2 DHA/ARA,Costa Rica,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfamil (Enfalac) 2 DHA/ARA,Ecuador,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfamil (Enfalac) 2 DHA/ARA,India,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfamil (Enfalac) 2 DHA/ARA,Malaysia,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfamil (Enfalac) 2 DHA/ARA,Mexico,MJN Nutrition,Nutrition,Nutrition,#N/A
